issue_key,issuetype,created,reporter,sp_estimator,reporter_bugnum,reporter_recent_bugnum,reporter_stable_sp_rate,assignee_bugnum,assignee_recent_bugnum,assignee_stable_sp_rate
MESOS-7558,Task,2017-05-24T12:32:09.000+0000,nfnt,nfnt,18,4,0.888888889,20,3,0.984375
MESOS-7555,Task,2017-05-24T12:20:24.000+0000,nfnt,nfnt,17,3,0.888888889,19,2,0.984375
MESOS-7550,Task,2017-05-23T23:12:47.000+0000,jieyu,jieyu,90,6,0.890909091,6,4,0.736363636
MESOS-7519,Bug,2017-05-17T17:45:22.000+0000,neilc,neilc,46,3,0.978723404,48,4,0.923076923
MESOS-7511,Bug,2017-05-16T15:23:29.000+0000,alexr,alexr,72,10,0.936170213,47,3,0.923076923
MESOS-7504,Bug,2017-05-15T17:54:44.000+0000,alexr,alexr,71,9,0.936170213,5,0,0.9
MESOS-7500,Bug,2017-05-11T10:34:46.000+0000,alexr,alexr,70,8,0.936170213,0,0,0.6
MESOS-7491,Task,2017-05-10T13:26:04.000+0000,jieyu,jieyu,89,5,0.890909091,5,3,0.736363636
MESOS-7488,Task,2017-05-10T06:41:32.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,22,1,1,28,0,1
MESOS-7469,Task,2017-05-08T12:26:39.000+0000,jieyu,jieyu,88,4,0.890909091,3,0,0.75
MESOS-7457,Bug,2017-05-03T20:44:53.000+0000,neilc,neilc,45,2,0.978723404,38,3,0.975
MESOS-7451,Improvement,2017-05-02T22:32:03.000+0000,vinodkone,vinodkone,94,0,0.901785714,73,0,0.881578947
MESOS-7449,Task,2017-05-01T21:24:20.000+0000,kaysoky,kaysoky,61,1,0.955882353,63,2,0.945945946
MESOS-7444,Task,2017-05-01T19:36:20.000+0000,anandmazumdar,anandmazumdar,47,3,0.857142857,50,3,0.921568627
MESOS-7443,Task,2017-05-01T19:11:14.000+0000,anandmazumdar,anandmazumdar,46,2,0.857142857,49,2,0.921568627
MESOS-7433,Task,2017-04-27T21:53:40.000+0000,alexr,alexr,69,8,0.936170213,46,2,0.923076923
MESOS-7431,Bug,2017-04-27T02:55:37.000+0000,chhsia0,chhsia0,1,1,0.754901961,4,2,0.736363636
MESOS-7416,Task,2017-04-24T13:24:23.000+0000,arojas,arojas,11,3,0.857142857,13,2,0.875
MESOS-7415,Task,2017-04-24T13:08:21.000+0000,arojas,arojas,10,2,0.857142857,1,0,0.5
MESOS-7414,Task,2017-04-24T08:50:46.000+0000,arojas,arojas,9,1,0.857142857,12,1,0.875
MESOS-7388,Task,2017-04-13T16:06:10.000+0000,bbannier,bbannier,17,2,0.966666667,18,2,0.984375
MESOS-7377,Task,2017-04-11T15:57:32.000+0000,greggomann,greggomann,55,16,0.941176471,0,0,0
MESOS-7374,Bug,2017-04-10T02:57:00.000+0000,timcharper,timcharper,1,0,1,3,2,0.736363636
MESOS-7373,Bug,2017-04-07T22:36:48.000+0000,neilc,neilc,44,2,0.978723404,37,3,0.975
MESOS-7365,Bug,2017-04-06T17:20:00.000+0000,neilc,neilc,43,1,0.978723404,36,2,0.975
MESOS-7355,Improvement,2017-04-06T09:42:55.000+0000,alexr,alexr,68,10,0.936170213,0,0,0
MESOS-7347,Task,2017-04-05T07:44:20.000+0000,nfnt,nfnt,16,3,0.888888889,21,5,0.921052632
MESOS-7339,Task,2017-04-04T17:41:01.000+0000,greggomann,greggomann,54,15,0.941176471,44,7,0.928571429
MESOS-7336,Task,2017-04-02T23:56:08.000+0000,jieyu,jieyu,87,3,0.890909091,66,1,0.92
MESOS-7329,Task,2017-03-31T09:28:09.000+0000,nfnt,nfnt,15,2,0.888888889,20,4,0.921052632
MESOS-7327,Improvement,2017-03-30T18:09:52.000+0000,alexr,alexr,67,9,0.936170213,8,4,0.941176471
MESOS-7320,Task,2017-03-28T09:24:48.000+0000,arojas,arojas,8,0,0.857142857,11,0,0.875
MESOS-7314,Task,2017-03-27T13:50:27.000+0000,nfnt,nfnt,14,1,0.888888889,19,3,0.921052632
MESOS-7312,Bug,2017-03-27T07:54:52.000+0000,bbannier,bbannier,16,1,0.966666667,17,1,0.984375
MESOS-7306,Improvement,2017-03-24T20:35:31.000+0000,jieyu,jieyu,86,2,0.890909091,65,0,0.92
MESOS-7305,Task,2017-03-24T19:56:17.000+0000,jieyu,jieyu,85,1,0.890909091,62,3,0.945945946
MESOS-7304,Task,2017-03-24T19:27:03.000+0000,jieyu,jieyu,84,0,0.890909091,61,2,0.945945946
MESOS-7283,Task,2017-03-22T15:44:07.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,21,0,1,1,0,1
MESOS-7277,Improvement,2017-03-21T12:51:43.000+0000,alexr,alexr,66,9,0.936170213,7,3,0.941176471
MESOS-7276,Improvement,2017-03-21T12:42:21.000+0000,alexr,alexr,65,8,0.936170213,6,2,0.941176471
MESOS-7275,Improvement,2017-03-21T12:39:34.000+0000,alexr,alexr,64,7,0.936170213,45,3,0.923076923
MESOS-7274,Improvement,2017-03-21T12:33:00.000+0000,alexr,alexr,63,6,0.936170213,5,1,0.941176471
MESOS-7272,Bug,2017-03-21T05:34:44.000+0000,depay,depay,0,0,1,53,3,0.952380952
MESOS-7270,Bug,2017-03-21T00:27:37.000+0000,chhsia0,chhsia0,0,0,0.754901961,2,1,0.736363636
MESOS-7265,Bug,2017-03-20T03:13:54.000+0000,tillt,tillt,6,2,0.863636364,9,3,0.869565217
MESOS-7264,Bug,2017-03-20T02:49:06.000+0000,tillt,tillt,5,1,0.863636364,8,2,0.869565217
MESOS-7263,Bug,2017-03-20T02:16:23.000+0000,tillt,tillt,4,0,0.863636364,7,1,0.869565217
MESOS-7249,Improvement,2017-03-15T21:36:08.000+0000,alexr,alexr,62,6,0.936170213,44,2,0.923076923
MESOS-7232,Improvement,2017-03-11T01:24:58.000+0000,klueska,klueska,73,5,0.986666667,6,0,1
MESOS-7226,Improvement,2017-03-09T23:08:15.000+0000,kaysoky,kaysoky,60,0,0.955882353,0,0,1
MESOS-7225,Bug,2017-03-09T17:37:31.000+0000,anandmazumdar,anandmazumdar,45,2,0.857142857,48,2,0.921568627
MESOS-7208,Bug,2017-03-06T01:57:46.000+0000,newf,newf,0,0,1,52,2,0.952380952
MESOS-7197,Bug,2017-03-02T09:01:53.000+0000,bmerry,bmerry,0,0,1,35,5,0.975
MESOS-7188,Bug,2017-02-28T01:31:26.000+0000,klueska,klueska,72,5,0.986666667,64,2,1
MESOS-7153,Bug,2017-02-21T22:43:28.000+0000,gilbert,gilbert,43,3,0.951612903,51,3,0.952380952
MESOS-7152,Bug,2017-02-21T22:22:44.000+0000,gilbert,gilbert,42,2,0.951612903,50,2,0.952380952
MESOS-7144,Bug,2017-02-18T18:36:29.000+0000,klueska,klueska,71,4,0.986666667,63,1,1
MESOS-7137,Bug,2017-02-16T21:47:50.000+0000,anandmazumdar,anandmazumdar,44,1,0.857142857,47,2,0.921568627
MESOS-7092,Improvement,2017-02-09T11:22:48.000+0000,alexr,alexr,61,6,0.936170213,4,0,0.941176471
MESOS-7076,Bug,2017-02-07T15:30:27.000+0000,nfnt,nfnt,13,0,0.888888889,6,0,0.869565217
MESOS-7050,Bug,2017-02-02T00:00:07.000+0000,klueska,klueska,70,4,0.986666667,62,0,1
MESOS-7047,Task,2017-02-01T18:00:44.000+0000,neilc,neilc,42,7,0.978723404,16,1,0.984375
MESOS-7042,Bug,2017-01-31T20:04:58.000+0000,vinodkone,vinodkone,93,1,0.901785714,8,1,0.846153846
MESOS-7028,Bug,2017-01-28T16:21:06.000+0000,greggomann,greggomann,53,16,0.941176471,4,2,0.9
MESOS-7027,Bug,2017-01-28T02:52:21.000+0000,klueska,klueska,69,3,0.986666667,60,3,0.945945946
MESOS-7026,Task,2017-01-27T23:42:19.000+0000,bmahler,bmahler,49,2,0.925925926,1,0,1
MESOS-7014,Task,2017-01-26T17:48:52.000+0000,greggomann,greggomann,52,15,0.941176471,43,8,0.928571429
MESOS-7013,Task,2017-01-26T17:44:07.000+0000,greggomann,greggomann,51,14,0.941176471,0,0,0
MESOS-7011,Task,2017-01-26T17:30:00.000+0000,greggomann,greggomann,50,13,0.941176471,42,7,0.928571429
MESOS-7009,Task,2017-01-26T17:07:49.000+0000,greggomann,greggomann,49,12,0.941176471,0,0,0
MESOS-7008,Bug,2017-01-26T12:40:50.000+0000,bbannier,bbannier,15,1,0.966666667,34,7,0.975
MESOS-7007,Bug,2017-01-26T11:33:10.000+0000,pierrecdn,pierrecdn,0,0,1,1,1,0.736363636
MESOS-7004,Task,2017-01-26T08:19:50.000+0000,greggomann,greggomann,48,11,0.941176471,41,6,0.928571429
MESOS-7003,Task,2017-01-26T07:55:40.000+0000,greggomann,greggomann,47,10,0.941176471,40,5,0.928571429
MESOS-7001,Task,2017-01-26T07:51:15.000+0000,greggomann,greggomann,46,9,0.941176471,18,2,0.921052632
MESOS-7000,Task,2017-01-26T07:47:05.000+0000,greggomann,greggomann,45,8,0.941176471,17,1,0.921052632
MESOS-6999,Task,2017-01-26T07:44:14.000+0000,greggomann,greggomann,44,7,0.941176471,2,0,0.666666667
MESOS-6998,Task,2017-01-26T07:38:22.000+0000,greggomann,greggomann,43,6,0.941176471,39,4,0.928571429
MESOS-6997,Task,2017-01-26T07:31:04.000+0000,greggomann,greggomann,42,5,0.941176471,16,0,0.921052632
MESOS-6996,Task,2017-01-26T07:29:23.000+0000,greggomann,greggomann,41,4,0.941176471,38,3,0.928571429
MESOS-6991,Bug,2017-01-25T20:07:36.000+0000,greggomann,greggomann,40,3,0.941176471,37,2,0.928571429
MESOS-6989,Bug,2017-01-25T18:59:28.000+0000,jgehrcke,jgehrcke,0,0,1,59,2,0.945945946
MESOS-6950,Bug,2017-01-19T00:13:59.000+0000,qianzhang,qianzhang,4,0,0.875,0,0,1
MESOS-6949,Bug,2017-01-19T00:08:39.000+0000,greggomann,greggomann,39,2,0.941176471,2,0,1
MESOS-6936,Improvement,2017-01-17T17:23:20.000+0000,anandmazumdar,anandmazumdar,43,1,0.857142857,46,3,0.921568627
MESOS-6934,Improvement,2017-01-17T16:46:19.000+0000,ipronin,ipronin,0,0,1,0,0,1
MESOS-6908,Bug,2017-01-11T14:33:45.000+0000,alexr,alexr,60,6,0.936170213,43,4,0.923076923
MESOS-6906,Improvement,2017-01-11T11:40:32.000+0000,alexr,alexr,59,5,0.936170213,42,3,0.923076923
MESOS-6905,Improvement,2017-01-11T11:31:30.000+0000,alexr,alexr,58,4,0.936170213,3,2,0.9
MESOS-6894,Task,2017-01-08T22:18:39.000+0000,zhitao,zhitao,2,0,0.833333333,3,0,1
MESOS-6892,Bug,2017-01-07T23:27:52.000+0000,hausdorff,hausdorff,40,6,1,4,3,1
MESOS-6874,Bug,2017-01-06T20:08:05.000+0000,mgummelt,mgummelt,1,0,1,0,0,1
MESOS-6868,Bug,2017-01-05T23:13:02.000+0000,hausdorff,hausdorff,39,5,1,3,2,1
MESOS-6840,Task,2016-12-27T11:23:40.000+0000,alexr,alexr,57,6,0.936170213,29,1,0.945945946
MESOS-6837,Bug,2016-12-22T22:30:34.000+0000,neilc,neilc,41,9,0.978723404,33,10,0.975
MESOS-6826,Bug,2016-12-21T17:09:19.000+0000,neilc,neilc,40,8,0.978723404,32,9,0.975
MESOS-6822,Bug,2016-12-20T16:01:11.000+0000,alexr,alexr,56,5,0.936170213,7,0,0.846153846
MESOS-6820,Bug,2016-12-20T09:35:36.000+0000,bbannier,bbannier,14,2,0.966666667,15,1,0.984375
MESOS-6815,Bug,2016-12-19T19:32:52.000+0000,hausdorff,hausdorff,38,4,1,2,1,1
MESOS-6805,Bug,2016-12-15T20:56:07.000+0000,neilc,neilc,39,7,0.978723404,31,8,0.975
MESOS-6802,Bug,2016-12-15T17:52:12.000+0000,greggomann,greggomann,38,4,0.941176471,36,3,0.928571429
MESOS-6795,Bug,2016-12-14T18:00:18.000+0000,jieyu,jieyu,83,5,0.890909091,64,4,0.92
MESOS-6789,Bug,2016-12-14T00:00:53.000+0000,greggomann,greggomann,37,3,0.941176471,35,2,0.928571429
MESOS-6782,Improvement,2016-12-12T21:14:07.000+0000,klueska,klueska,68,14,0.986666667,41,3,0.923076923
MESOS-6765,Improvement,2016-12-09T02:07:17.000+0000,bmahler,bmahler,48,2,0.925925926,1,1,0.869565217
MESOS-6748,Bug,2016-12-07T18:12:17.000+0000,jieyu,jieyu,82,4,0.890909091,63,3,0.92
MESOS-6746,Bug,2016-12-07T17:22:16.000+0000,klueska,klueska,67,13,0.986666667,45,12,0.921568627
MESOS-6743,Bug,2016-12-07T15:13:16.000+0000,alexr,alexr,55,6,0.936170213,2,1,0.9
MESOS-6731,Bug,2016-12-06T19:02:47.000+0000,hausdorff,hausdorff,37,3,1,0,0,1
MESOS-6720,Bug,2016-12-05T17:26:24.000+0000,hausdorff,hausdorff,36,2,1,34,0,1
MESOS-6719,Improvement,2016-12-05T16:54:40.000+0000,neilc,neilc,38,6,0.978723404,30,7,0.975
MESOS-6713,Bug,2016-12-05T07:50:06.000+0000,hausdorff,hausdorff,35,1,1,1,0,1
MESOS-6691,Bug,2016-12-05T04:20:55.000+0000,hausdorff,hausdorff,34,0,1,58,3,0.945945946
MESOS-6654,Bug,2016-11-30T18:09:35.000+0000,gilbert,gilbert,41,6,0.951612903,49,5,0.952380952
MESOS-6653,Bug,2016-11-30T17:54:15.000+0000,gilbert,gilbert,40,5,0.951612903,48,4,0.952380952
MESOS-6651,Task,2016-11-30T01:57:25.000+0000,jieyu,jieyu,81,3,0.890909091,62,2,0.92
MESOS-6648,Improvement,2016-11-27T07:44:38.000+0000,jieyu,jieyu,80,2,0.890909091,61,1,0.92
MESOS-6630,Task,2016-11-23T02:18:45.000+0000,gyliu,gyliu,5,0,1,0,0,0.869565217
MESOS-6626,Improvement,2016-11-22T22:51:42.000+0000,neilc,neilc,37,5,0.978723404,29,6,0.975
MESOS-6622,Bug,2016-11-22T02:48:21.000+0000,kaysoky,kaysoky,59,5,0.955882353,0,0,0.736363636
MESOS-6621,Bug,2016-11-22T02:30:17.000+0000,kaysoky,kaysoky,58,4,0.955882353,57,3,0.945945946
MESOS-6619,Bug,2016-11-21T17:47:07.000+0000,neilc,neilc,36,4,0.978723404,28,5,0.975
MESOS-6616,Bug,2016-11-21T04:42:29.000+0000,opoplawski,opoplawski,0,0,1,40,3,0.923076923
MESOS-6602,Bug,2016-11-18T02:49:04.000+0000,neilc,neilc,35,3,0.978723404,27,4,0.975
MESOS-6594,Task,2016-11-15T20:14:46.000+0000,vinodkone,vinodkone,92,5,0.901785714,72,5,0.881578947
MESOS-6567,Improvement,2016-11-09T18:58:51.000+0000,djosborne,djosborne,1,0,1,27,5,1
MESOS-6547,Task,2016-11-04T01:18:26.000+0000,klueska,klueska,66,20,0.986666667,5,5,1
MESOS-6530,Improvement,2016-11-02T02:59:27.000+0000,bmahler,bmahler,47,2,0.925925926,28,0,0.945945946
MESOS-6527,Bug,2016-11-01T23:13:40.000+0000,anandmazumdar,anandmazumdar,42,8,0.857142857,44,12,0.921568627
MESOS-6525,Task,2016-11-01T22:03:24.000+0000,vinodkone,vinodkone,91,7,0.901785714,71,7,0.881578947
MESOS-6519,Bug,2016-10-31T21:10:53.000+0000,vinodkone,vinodkone,90,6,0.901785714,70,6,0.881578947
MESOS-6504,Bug,2016-10-28T20:40:51.000+0000,gilbert,gilbert,39,6,0.951612903,47,6,0.952380952
MESOS-6501,Bug,2016-10-28T19:23:56.000+0000,vinodkone,vinodkone,89,6,0.901785714,69,5,0.881578947
MESOS-6493,Task,2016-10-27T16:05:43.000+0000,haosdent@gmail.com,haosdent@gmail.com,6,3,1,16,7,0.941176471
MESOS-6477,Task,2016-10-24T23:08:57.000+0000,klueska,klueska,65,23,0.986666667,4,4,1
MESOS-6476,Task,2016-10-24T23:06:55.000+0000,klueska,klueska,64,22,0.986666667,3,3,1
MESOS-6474,Task,2016-10-24T22:47:39.000+0000,klueska,klueska,63,21,0.986666667,10,1,0.875
MESOS-6473,Task,2016-10-24T22:46:50.000+0000,klueska,klueska,62,20,0.986666667,2,2,1
MESOS-6472,Task,2016-10-24T22:46:11.000+0000,klueska,klueska,61,19,0.986666667,1,1,1
MESOS-6471,Task,2016-10-24T22:45:36.000+0000,klueska,klueska,60,18,0.986666667,0,0,1
MESOS-6467,Task,2016-10-24T22:42:03.000+0000,klueska,klueska,59,17,0.986666667,61,15,1
MESOS-6466,Task,2016-10-24T22:41:15.000+0000,klueska,klueska,58,16,0.986666667,43,11,0.921568627
MESOS-6465,Task,2016-10-24T22:40:12.000+0000,klueska,klueska,57,15,0.986666667,2,0,0.75
MESOS-6464,Task,2016-10-24T22:39:06.000+0000,klueska,klueska,56,14,0.986666667,60,14,1
MESOS-6462,Task,2016-10-24T22:34:31.000+0000,klueska,klueska,55,13,0.986666667,59,13,1
MESOS-6461,Bug,2016-10-24T22:27:09.000+0000,gilbert,gilbert,38,6,0.951612903,68,4,0.881578947
MESOS-6441,Task,2016-10-21T18:21:43.000+0000,bmahler,bmahler,46,1,0.925925926,1,0,0.9
MESOS-6430,Bug,2016-10-20T18:10:13.000+0000,klueska,klueska,54,12,0.986666667,58,12,1
MESOS-6427,Improvement,2016-10-20T12:52:58.000+0000,bbannier,bbannier,13,2,0.966666667,0,0,0
MESOS-6419,Bug,2016-10-19T19:41:53.000+0000,gilbert,gilbert,37,5,0.951612903,26,3,0.975
MESOS-6395,Improvement,2016-10-14T12:33:31.000+0000,alexr,alexr,54,11,0.936170213,39,3,0.923076923
MESOS-6388,Bug,2016-10-13T20:13:12.000+0000,neilc,neilc,34,4,0.978723404,25,2,0.975
MESOS-6376,Task,2016-10-12T13:33:45.000+0000,bbannier,bbannier,12,1,0.966666667,14,1,0.984375
MESOS-6371,Improvement,2016-10-11T23:27:21.000+0000,gilbert,gilbert,36,4,0.951612903,46,7,0.952380952
MESOS-6366,Task,2016-10-11T19:19:13.000+0000,greggomann,greggomann,36,6,0.941176471,34,6,0.928571429
MESOS-6361,Improvement,2016-10-11T16:57:02.000+0000,neilc,neilc,33,3,0.978723404,24,2,0.975
MESOS-6344,Task,2016-10-08T04:30:12.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,20,8,1,26,8,1
MESOS-6324,Bug,2016-10-07T01:07:29.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,19,7,1,25,7,1
MESOS-6322,Bug,2016-10-06T23:31:03.000+0000,greggomann,greggomann,35,5,0.941176471,42,11,0.921568627
MESOS-6321,Bug,2016-10-06T18:44:32.000+0000,neilc,neilc,32,2,0.978723404,38,3,0.923076923
MESOS-6305,Improvement,2016-10-03T19:03:00.000+0000,galen_p,galen_p,1,1,1,9,0,0.875
MESOS-6304,Improvement,2016-10-03T18:58:44.000+0000,galen_p,galen_p,0,0,1,33,5,0.928571429
MESOS-6302,Bug,2016-10-01T01:51:35.000+0000,greggomann,greggomann,34,4,0.941176471,45,6,0.952380952
MESOS-6296,Improvement,2016-09-30T17:46:58.000+0000,vinodkone,vinodkone,88,6,0.901785714,41,12,0.921568627
MESOS-6293,Bug,2016-09-30T08:27:40.000+0000,alexr,alexr,53,11,0.936170213,0,0,1
MESOS-6288,Bug,2016-09-29T22:12:39.000+0000,alexr,alexr,52,10,0.936170213,3,3,0.941176471
MESOS-6286,Bug,2016-09-29T20:23:26.000+0000,kaysoky,kaysoky,57,5,0.955882353,23,1,0.975
MESOS-6280,Improvement,2016-09-29T16:46:01.000+0000,alexr,alexr,51,9,0.936170213,2,2,0.941176471
MESOS-6279,Task,2016-09-29T16:39:35.000+0000,haosdent@gmail.com,haosdent@gmail.com,5,2,1,15,6,0.941176471
MESOS-6278,Task,2016-09-29T16:38:55.000+0000,haosdent@gmail.com,haosdent@gmail.com,4,1,1,14,5,0.941176471
MESOS-6274,Bug,2016-09-29T04:57:53.000+0000,jieyu,jieyu,79,5,0.890909091,40,11,0.921568627
MESOS-6272,Task,2016-09-29T02:11:32.000+0000,anandmazumdar,anandmazumdar,41,9,0.857142857,39,10,0.921568627
MESOS-6263,Bug,2016-09-28T01:12:11.000+0000,gilbert,gilbert,35,3,0.951612903,44,5,0.952380952
MESOS-6262,Bug,2016-09-27T20:48:13.000+0000,anandmazumdar,anandmazumdar,40,8,0.857142857,38,9,0.921568627
MESOS-6260,Bug,2016-09-27T18:31:26.000+0000,vinodkone,vinodkone,87,5,0.901785714,67,3,0.881578947
MESOS-6259,Bug,2016-09-27T17:55:07.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,18,6,1,24,6,1
MESOS-6245,Bug,2016-09-23T22:24:09.000+0000,anandmazumdar,anandmazumdar,39,7,0.857142857,37,8,0.921568627
MESOS-6234,Bug,2016-09-22T23:35:24.000+0000,kaysoky,kaysoky,56,8,0.955882353,56,9,0.945945946
MESOS-6233,Bug,2016-09-22T21:16:55.000+0000,akaplan-mesosphere,akaplan-mesosphere,0,0,1,55,8,0.945945946
MESOS-6230,Task,2016-09-22T20:30:58.000+0000,anandmazumdar,anandmazumdar,38,6,0.857142857,36,7,0.921568627
MESOS-6227,Task,2016-09-22T14:38:43.000+0000,anandmazumdar,anandmazumdar,37,5,0.857142857,35,6,0.921568627
MESOS-6189,Task,2016-09-16T22:01:29.000+0000,jieyu,jieyu,78,5,0.890909091,60,3,0.92
MESOS-6170,Bug,2016-09-15T13:49:44.000+0000,alexr,alexr,50,8,0.936170213,1,1,0.941176471
MESOS-6156,Task,2016-09-13T23:11:15.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,17,6,1,23,6,1
MESOS-6154,Bug,2016-09-13T12:53:12.000+0000,anandmazumdar,anandmazumdar,36,4,0.857142857,34,5,0.921568627
MESOS-6153,Bug,2016-09-13T08:05:42.000+0000,js84,js84,22,0,0.916666667,13,0,0.984375
MESOS-6151,Task,2016-09-12T21:16:17.000+0000,anandmazumdar,anandmazumdar,35,3,0.857142857,33,4,0.921568627
MESOS-6142,Bug,2016-09-08T17:00:07.000+0000,alexr,alexr,49,7,0.936170213,0,0,0.941176471
MESOS-6141,Bug,2016-09-08T10:09:07.000+0000,klueska,klueska,53,21,0.986666667,57,21,1
MESOS-6130,Task,2016-09-06T22:07:12.000+0000,greggomann,greggomann,33,6,0.941176471,32,6,0.928571429
MESOS-6119,Bug,2016-09-02T15:07:36.000+0000,alexr,alexr,48,6,0.936170213,37,2,0.923076923
MESOS-6115,Bug,2016-09-01T07:32:34.000+0000,bbannier,bbannier,11,0,0.966666667,6,1,0.846153846
MESOS-6110,Bug,2016-08-30T22:17:41.000+0000,swsnider,swsnider,0,0,1,13,4,0.941176471
MESOS-6104,Bug,2016-08-30T00:51:07.000+0000,kaysoky,kaysoky,55,9,0.955882353,54,9,0.945945946
MESOS-6092,Bug,2016-08-25T18:27:46.000+0000,kaysoky,kaysoky,54,8,0.955882353,0,0,0
MESOS-6088,Improvement,2016-08-25T01:21:31.000+0000,klueska,klueska,52,32,0.986666667,56,32,1
MESOS-6077,Task,2016-08-24T04:48:52.000+0000,anandmazumdar,anandmazumdar,34,3,0.857142857,32,4,0.921568627
MESOS-6073,Task,2016-08-23T21:14:00.000+0000,jieyu,jieyu,77,6,0.890909091,43,15,0.952380952
MESOS-6067,Task,2016-08-22T21:58:11.000+0000,gilbert,gilbert,34,13,0.951612903,42,14,0.952380952
MESOS-6053,Improvement,2016-08-17T18:28:18.000+0000,jieyu,jieyu,76,5,0.890909091,59,4,0.92
MESOS-6052,Bug,2016-08-17T17:03:49.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,16,6,1,22,6,1
MESOS-6051,Improvement,2016-08-17T02:24:38.000+0000,klueska,klueska,51,31,0.986666667,55,31,1
MESOS-6050,Improvement,2016-08-16T22:40:44.000+0000,klueska,klueska,50,30,0.986666667,54,30,1
MESOS-6042,Task,2016-08-15T18:38:01.000+0000,vinodkone,vinodkone,86,5,0.901785714,66,2,0.881578947
MESOS-6039,Improvement,2016-08-15T05:00:04.000+0000,klueska,klueska,49,32,0.986666667,53,32,1
MESOS-6037,Improvement,2016-08-12T21:43:06.000+0000,vinodkone,vinodkone,85,4,0.901785714,65,1,0.881578947
MESOS-6036,Task,2016-08-12T17:37:32.000+0000,vinodkone,vinodkone,84,3,0.901785714,64,0,0.881578947
MESOS-6032,Task,2016-08-11T22:25:32.000+0000,klueska,klueska,48,31,0.986666667,0,0,1
MESOS-6025,Improvement,2016-08-10T21:26:07.000+0000,alexr,alexr,47,5,0.936170213,0,0,0
MESOS-6023,Task,2016-08-10T18:39:23.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,15,5,1,21,5,1
MESOS-6022,Task,2016-08-10T18:31:20.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,14,4,1,20,4,1
MESOS-6017,Task,2016-08-09T23:08:51.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,13,3,1,19,3,1
MESOS-6015,Task,2016-08-09T21:33:58.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,12,2,1,18,2,1
MESOS-6008,Improvement,2016-08-08T23:38:04.000+0000,klueska,klueska,47,30,0.986666667,52,31,1
MESOS-6006,Improvement,2016-08-08T19:48:51.000+0000,klueska,klueska,46,29,0.986666667,51,30,1
MESOS-6001,Bug,2016-08-05T22:59:45.000+0000,gilbert,gilbert,33,14,0.951612903,41,15,0.952380952
MESOS-5988,Bug,2016-08-04T18:16:42.000+0000,bmahler,bmahler,45,0,0.925925926,31,5,0.928571429
MESOS-5987,Task,2016-08-04T17:17:29.000+0000,haosdent@gmail.com,haosdent@gmail.com,3,1,1,12,4,0.941176471
MESOS-5983,Improvement,2016-08-03T20:40:50.000+0000,jvanremoortere,jvanremoortere,39,3,0.975,47,2,0.979166667
MESOS-5982,Bug,2016-08-03T18:41:26.000+0000,klueska,klueska,45,28,0.986666667,50,29,1
MESOS-5969,Bug,2016-08-02T18:51:43.000+0000,klueska,klueska,44,27,0.986666667,49,28,1
MESOS-5966,Task,2016-08-02T16:10:29.000+0000,greggomann,greggomann,32,6,0.941176471,30,4,0.928571429
MESOS-5963,Bug,2016-08-02T11:58:47.000+0000,alexr,alexr,46,4,0.936170213,36,2,0.923076923
MESOS-5961,Improvement,2016-08-02T10:35:00.000+0000,alexr,alexr,45,3,0.936170213,11,3,0.941176471
MESOS-5959,Bug,2016-08-01T21:14:12.000+0000,klueska,klueska,43,26,0.986666667,48,27,1
MESOS-5958,Bug,2016-08-01T18:58:43.000+0000,vinodkone,vinodkone,83,3,0.901785714,53,9,0.945945946
MESOS-5955,Improvement,2016-08-01T10:36:03.000+0000,alexr,alexr,44,2,0.936170213,10,2,0.941176471
MESOS-5954,Improvement,2016-08-01T10:28:34.000+0000,alexr,alexr,43,1,0.936170213,9,1,0.941176471
MESOS-5945,Bug,2016-07-31T18:54:29.000+0000,klueska,klueska,42,25,0.986666667,47,26,1
MESOS-5944,Improvement,2016-07-31T00:43:34.000+0000,jvanremoortere,jvanremoortere,38,2,0.975,46,1,0.979166667
MESOS-5943,Bug,2016-07-30T23:28:34.000+0000,jvanremoortere,jvanremoortere,37,1,0.975,45,0,0.979166667
MESOS-5931,Improvement,2016-07-29T18:10:32.000+0000,gilbert,gilbert,32,13,0.951612903,40,14,0.952380952
MESOS-5928,Bug,2016-07-29T16:10:21.000+0000,greggomann,greggomann,31,7,0.941176471,29,3,0.928571429
MESOS-5927,Bug,2016-07-29T07:34:11.000+0000,philwinder,philwinder,1,0,1,39,13,0.952380952
MESOS-5923,Bug,2016-07-28T22:50:04.000+0000,bill.zhao,bill.zhao,0,0,1,46,25,1
MESOS-5907,Bug,2016-07-26T16:29:49.000+0000,neilc,neilc,31,4,0.978723404,52,9,0.945945946
MESOS-5904,Bug,2016-07-25T21:20:17.000+0000,Alex Clemmer,andschwa,2,2,1,1,1,1
